District,Month,Cases,Year,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm,MRiceArea,MRiceYield,SRiceArea,SRiceYield,Population,Households
Galle,4,60,2018,2018-04,216.90001,24.029999,31.029999,0.46403056,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,4,17,2018,2018-04,282.0,22.763,33.213,0.47745696,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,4,2,2018,2018-04,131.6,24.119501,31.1695,0.2679528,"34,695","5,773","24,771",6252,634654,171046
Jaffna,4,1,2018,2018-04,76.6,25.624,33.374,0.203275,"10,424","2,055",-,-,589291,146068
Kalutara,4,55,2018,2018-04,194.5,22.8305,31.530499,0.4532486,"11,084","3,349","6,178",3034,1263171,324605
Kandy,4,5,2018,2018-04,83.5,20.263,33.563,0.31755692,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,4,19,2018,2018-04,210.0,22.143,34.693,0.42687082,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,4,1,2018,2018-04,56.7,23.9285,37.7785,0.19581668,"26,760","4,213",948,4773,124571,31582
Kurunegala,4,3,2018,2018-04,187.2,22.856,35.856,0.40006807,"47,616","4,418","50,261",3899,1691656,471028
Mannar,4,0,2018,2018-04,79.1,24.917501,34.6175,0.131625,"19,405","4,487",479,4777,111006,26522
Matale,4,9,2018,2018-04,205.2,21.0485,33.3485,0.44096804,"16,880","4,690","7,967",4561,505257,137496
Matara,4,30,2018,2018-04,164.40001,24.961,29.511,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,4,35,2018,2018-04,163.40001,21.7615,32.811497,0.28799722,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,4,1,2018,2018-04,54.4,24.604,33.904,0.25656945,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,4,1,2018,2018-04,44.8,10.9235,23.023499,0.3600292,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,4,3,2018,2018-04,129.5,23.365501,34.6655,0.37822226,"65,403","4,848","61,559",5070,426306,117864
Puttalam,4,3,2018,2018-04,163.2,23.9715,33.7215,0.3063847,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,4,50,2018,2018-04,164.1,22.608,32.058,0.4258764,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,4,7,2018,2018-04,51.5,24.215,34.765,0.2069375,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,4,4,2018,2018-04,57.800003,23.476,36.876,0.23429999,"12,905","4,223",450,4029,172213,44598
Ampara,5,4,2018,2018-05,198.0,23.3375,33.5875,0.37587905,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,5,9,2018,2018-05,207.40001,23.484499,34.2845,0.38337633,"59,558","4,414","21,241",5262,908967,249570
Badulla,5,22,2018,2018-05,254.5,19.057,29.307,0.46136022,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,5,8,2018,2018-05,164.6,24.348,33.748,0.22497177,"64,796","3,100","25,655",4104,560170,149529
Colombo,5,13,2018,2018-05,500.30002,23.774,30.624,0.39649194,"3,183","3,458","1,175",3259,2349743,608716
Galle,5,20,2018,2018-05,557.5,24.58,29.83,0.5017003,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,5,19,2018,2018-05,448.30002,23.163,31.263,0.4979395,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,5,6,2018,2018-05,176.0,24.619501,32.3195,0.32552284,"34,695","5,773","24,771",6252,634654,171046
Jaffna,5,1,2018,2018-05,184.8,25.524,32.874,0.31103358,"10,424","2,055",-,-,589291,146068
Kalutara,5,50,2018,2018-05,536.4,23.7305,30.280499,0.4962567,"11,084","3,349","6,178",3034,1263171,324605
Kandy,5,4,2018,2018-05,195.9,20.713001,30.613,0.40568146,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,5,43,2018,2018-05,288.8,22.093,30.843,0.4715161,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,5,0,2018,2018-05,89.799995,24.4285,38.4785,0.24466936,"26,760","4,213",948,4773,124571,31582
Kurunegala,5,15,2018,2018-05,267.80002,22.556,32.505997,0.4715215,"47,616","4,418","50,261",3899,1691656,471028
Mannar,5,0,2018,2018-05,93.7,24.667501,33.8675,0.1918992,"19,405","4,487",479,4777,111006,26522
Matale,5,7,2018,2018-05,282.0,21.6485,30.9485,0.47697312,"16,880","4,690","7,967",4561,505257,137496
Matara,5,26,2018,2018-05,395.9,25.461,29.461,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,5,37,2018,2018-05,155.6,22.4115,34.061497,0.27157393,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,5,1,2018,2018-05,114.1,24.554,35.354,0.31950268,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,5,2,2018,2018-05,322.7,12.0235,23.3235,0.45040727,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,5,9,2018,2018-05,262.30002,23.8155,36.315502,0.42590186,"65,403","4,848","61,559",5070,426306,117864
Puttalam,5,1,2018,2018-05,302.6,24.171501,31.3215,0.39416263,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,5,65,2018,2018-05,561.5,23.158,30.958,0.49606588,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,5,13,2018,2018-05,153.9,24.515001,36.815,0.3029664,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,5,2,2018,2018-05,179.1,23.776,36.726,0.3365,"12,905","4,223",450,4029,172213,44598
Ampara,6,6,2018,2018-06,46.3,23.7375,36.1875,0.25696805,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,6,22,2018,2018-06,52.2,24.5845,31.884499,0.29591247,"59,558","4,414","21,241",5262,908967,249570
Badulla,6,19,2018,2018-06,92.5,18.307,29.856998,0.41863748,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,6,6,2018,2018-06,70.7,24.548,37.298,0.10770556,"64,796","3,100","25,655",4104,560170,149529
Colombo,6,13,2018,2018-06,419.5,24.224,29.424002,0.4147153,"3,183","3,458","1,175",3259,2349743,608716
Galle,6,32,2018,2018-06,322.7,24.48,29.029999,0.5003694,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,6,15,2018,2018-06,460.30002,23.013,30.263,0.5043042,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,6,7,2018,2018-06,75.399994,24.619501,32.0195,0.24812777,"34,695","5,773","24,771",6252,634654,171046
Jaffna,6,2,2018,2018-06,30.4,26.724,30.574001,0.25019583,"10,424","2,055",-,-,589291,146068
Kalutara,6,79,2018,2018-06,323.8,24.030499,29.380499,0.49889028,"11,084","3,349","6,178",3034,1263171,324605
Kandy,6,10,2018,2018-06,130.9,21.013,27.713001,0.46074304,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,6,27,2018,2018-06,321.30002,22.293,29.093,0.5016764,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,6,0,2018,2018-06,9.900001,25.8785,34.5285,0.16120277,"26,760","4,213",948,4773,124571,31582
Kurunegala,6,19,2018,2018-06,222.0,23.006,29.606,0.49757916,"47,616","4,418","50,261",3899,1691656,471028
Mannar,6,0,2018,2018-06,17.800001,26.317501,31.5175,0.10799167,"19,405","4,487",479,4777,111006,26522
Matale,6,19,2018,2018-06,212.4,21.9485,27.8485,0.49728614,"16,880","4,690","7,967",4561,505257,137496
Matara,6,17,2018,2018-06,174.7,24.661001,28.111,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,6,31,2018,2018-06,40.6,23.0615,36.7115,0.1131389,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,6,1,2018,2018-06,19.6,25.554,36.704,0.18432361,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,6,5,2018,2018-06,256.9,12.7235,19.523499,0.5023042,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,6,10,2018,2018-06,13.400001,25.4655,34.9655,0.21709585,"65,403","4,848","61,559",5070,426306,117864
Puttalam,6,7,2018,2018-06,136.6,25.0715,29.521502,0.37900695,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,6,90,2018,2018-06,514.1,23.358,29.708,0.5074722,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,6,2,2018,2018-06,13.700001,25.365,36.614998,0.14928195,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,6,5,2018,2018-06,26.4,25.075998,35.176003,0.20143335,"12,905","4,223",450,4029,172213,44598
Ampara,7,3,2018,2018-07,31.1,23.9375,38.6375,0.15678494,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,7,16,2018,2018-07,13.3,24.5845,34.6345,0.18517606,"59,558","4,414","21,241",5262,908967,249570
Badulla,7,15,2018,2018-07,81.8,18.257,31.206999,0.3572863,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,7,8,2018,2018-07,27.9,24.748,37.648003,0.051495966,"64,796","3,100","25,655",4104,560170,149529
Colombo,7,16,2018,2018-07,165.90001,23.924002,28.974,0.37307125,"3,183","3,458","1,175",3259,2349743,608716
Galle,7,34,2018,2018-07,203.9,24.08,28.98,0.48323926,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,7,12,2018,2018-07,207.9,23.063,29.763,0.48401344,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,7,7,2018,2018-07,23.3,24.5695,34.169502,0.14109543,"34,695","5,773","24,771",6252,634654,171046
Jaffna,7,1,2018,2018-07,33.0,26.174002,31.374,0.17948252,"10,424","2,055",-,-,589291,146068
Kalutara,7,71,2018,2018-07,160.4,23.7305,29.0805,0.4735282,"11,084","3,349","6,178",3034,1263171,324605
Kandy,7,12,2018,2018-07,139.2,20.213001,27.413,0.44388172,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,7,27,2018,2018-07,233.9,21.993,29.193,0.48448387,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,7,1,2018,2018-07,9.8,25.578499,35.6785,0.15041801,"26,760","4,213",948,4773,124571,31582
Kurunegala,7,29,2018,2018-07,151.40001,22.356,30.006,0.47816396,"47,616","4,418","50,261",3899,1691656,471028
Mannar,7,0,2018,2018-07,9.7,25.917501,32.1675,0.08940054,"19,405","4,487",479,4777,111006,26522
Matale,7,13,2018,2018-07,169.8,21.2985,28.1485,0.48078498,"16,880","4,690","7,967",4561,505257,137496
Matara,7,33,2018,2018-07,107.399994,24.611,28.561,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,7,14,2018,2018-07,29.300001,22.8615,38.9115,0.10347446,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,7,0,2018,2018-07,52.799995,25.054,36.604,0.20064515,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,7,6,2018,2018-07,285.30002,11.6735,20.3235,0.49514785,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,7,15,2018,2018-07,8.2,25.765501,35.7655,0.18941534,"65,403","4,848","61,559",5070,426306,117864
Puttalam,7,10,2018,2018-07,21.7,25.2215,29.8715,0.23688172,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,7,111,2018,2018-07,365.69998,22.808,29.658,0.49923387,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,7,3,2018,2018-07,32.9,25.115,37.864998,0.13994221,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,7,5,2018,2018-07,29.2,24.226,36.976,0.14798252,"12,905","4,223",450,4029,172213,44598
Ampara,8,0,2018,2018-08,39.8,23.7875,38.3375,0.16100939,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,8,6,2018,2018-08,58.8,23.884499,35.5845,0.20653361,"59,558","4,414","21,241",5262,908967,249570
Badulla,8,13,2018,2018-08,59.600002,17.956999,32.057,0.32745966,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,8,2,2018,2018-08,31.599998,24.298,37.698,0.044060484,"64,796","3,100","25,655",4104,560170,149529
Colombo,8,23,2018,2018-08,107.4,24.024,28.424002,0.35563037,"3,183","3,458","1,175",3259,2349743,608716
Galle,8,26,2018,2018-08,160.8,24.33,28.58,0.4860309,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,8,25,2018,2018-08,186.1,22.963001,29.763,0.48173654,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,8,14,2018,2018-08,18.0,24.6695,34.3695,0.13537095,"34,695","5,773","24,771",6252,634654,171046
Jaffna,8,1,2018,2018-08,28.599998,25.774,30.974,0.20710483,"10,424","2,055",-,-,589291,146068
Kalutara,8,45,2018,2018-08,102.799995,23.380499,28.7305,0.45923388,"11,084","3,349","6,178",3034,1263171,324605
Kandy,8,15,2018,2018-08,206.9,19.213001,27.913,0.4452164,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,8,32,2018,2018-08,253.8,21.793,29.293,0.48428226,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,8,0,2018,2018-08,18.4,24.578499,35.9785,0.15478227,"26,760","4,213",948,4773,124571,31582
Kurunegala,8,6,2018,2018-08,167.3,22.556,30.206,0.4724422,"47,616","4,418","50,261",3899,1691656,471028
Mannar,8,0,2018,2018-08,12.9,25.3675,32.6675,0.090989254,"19,405","4,487",479,4777,111006,26522
Matale,8,10,2018,2018-08,214.3,21.3485,28.4485,0.47509137,"16,880","4,690","7,967",4561,505257,137496
Matara,8,17,2018,2018-08,81.700005,24.561,27.661001,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,8,13,2018,2018-08,36.100002,22.8615,38.511497,0.111793004,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,8,0,2018,2018-08,54.4,25.154,36.704,0.17821236,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,8,8,2018,2018-08,380.19998,11.2735,20.9735,0.48438174,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,8,8,2018,2018-08,16.1,24.7155,36.5155,0.20123254,"65,403","4,848","61,559",5070,426306,117864
Puttalam,8,1,2018,2018-08,40.3,24.5715,30.921501,0.21110484,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,8,76,2018,2018-08,321.9,22.808,29.208,0.49565324,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,8,5,2018,2018-08,48.8,24.615,36.515,0.16274999,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,8,2,2018,2018-08,51.3,23.925999,36.976,0.17125136,"12,905","4,223",450,4029,172213,44598
Ampara,9,1,2018,2018-09,94.6,23.0375,38.787502,0.20559028,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,9,5,2018,2018-09,227.8,23.5345,37.434498,0.22725001,"59,558","4,414","21,241",5262,908967,249570
Badulla,9,14,2018,2018-09,192.5,18.157,33.607,0.3464917,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,9,0,2018,2018-09,80.8,23.798,38.248,0.08334306,"64,796","3,100","25,655",4104,560170,149529
Colombo,9,26,2018,2018-09,150.4,23.424002,29.874,0.25909862,"3,183","3,458","1,175",3259,2349743,608716
Galle,9,20,2018,2018-09,183.2,23.679998,29.38,0.4478639,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,9,22,2018,2018-09,239.6,22.763,31.663,0.40805,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,9,9,2018,2018-09,58.0,24.219501,35.0695,0.15594444,"34,695","5,773","24,771",6252,634654,171046
Jaffna,9,0,2018,2018-09,43.7,24.774,31.124,0.16982083,"10,424","2,055",-,-,589291,146068
Kalutara,9,64,2018,2018-09,142.40001,23.380499,30.030499,0.3837264,"11,084","3,349","6,178",3034,1263171,324605
Kandy,9,7,2018,2018-09,153.5,17.963001,29.913,0.35691112,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,9,45,2018,2018-09,221.0,22.143,31.543,0.4205833,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,9,2,2018,2018-09,69.700005,23.6285,36.0285,0.19947639,"26,760","4,213",948,4773,124571,31582
Kurunegala,9,7,2018,2018-09,179.7,22.456,32.656,0.39538473,"47,616","4,418","50,261",3899,1691656,471028
Mannar,9,0,2018,2018-09,46.500004,24.2675,32.1175,0.10832639,"19,405","4,487",479,4777,111006,26522
Matale,9,2,2018,2018-09,155.1,20.9985,30.4485,0.4092208,"16,880","4,690","7,967",4561,505257,137496
Matara,9,17,2018,2018-09,116.4,24.511,28.411001,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,9,11,2018,2018-09,115.899994,22.8615,39.061497,0.17016667,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,9,0,2018,2018-09,53.100002,24.204,35.704,0.23083332,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,9,9,2018,2018-09,253.90002,9.9735,22.3235,0.44213334,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,9,1,2018,2018-09,169.00002,23.265501,37.7155,0.27120835,"65,403","4,848","61,559",5070,426306,117864
Puttalam,9,7,2018,2018-09,108.600006,23.8215,30.9715,0.19829027,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,9,63,2018,2018-09,258.6,22.008,31.008,0.44413334,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,9,3,2018,2018-09,66.2,24.215,37.614998,0.20348334,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,9,0,2018,2018-09,203.6,23.075998,36.826,0.24236111,"12,905","4,223",450,4029,172213,44598
Ampara,10,1,2018,2018-10,320.6,22.5875,32.8375,0.384996,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,10,4,2018,2018-10,442.2,22.734499,31.5845,0.41833603,"59,558","4,414","21,241",5262,908967,249570
Badulla,10,14,2018,2018-10,464.30002,17.557,27.456999,0.49372447,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,10,4,2018,2018-10,269.0,23.398,32.148003,0.26467475,"64,796","3,100","25,655",4104,560170,149529
Colombo,10,26,2018,2018-10,363.9,22.724,29.374,0.40880108,"3,183","3,458","1,175",3259,2349743,608716
Galle,10,39,2018,2018-10,264.9,23.23,29.279999,0.49041533,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,10,14,2018,2018-10,452.0,22.213001,30.713001,0.49941665,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,10,4,2018,2018-10,268.9,22.869501,31.219501,0.33793414,"34,695","5,773","24,771",6252,634654,171046
Jaffna,10,1,2018,2018-10,345.8,23.874,30.474,0.39596102,"10,424","2,055",-,-,589291,146068
Kalutara,10,66,2018,2018-10,324.0,22.530499,29.6805,0.49473387,"11,084","3,349","6,178",3034,1263171,324605
Kandy,10,18,2018,2018-10,507.6,18.963001,28.713001,0.4931734,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,10,34,2018,2018-10,526.5,21.093,29.593,0.49920967,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,10,0,2018,2018-10,323.90002,23.0285,32.3785,0.40063575,"26,760","4,213",948,4773,124571,31582
Kurunegala,10,19,2018,2018-10,703.7,21.906,30.506,0.49831855,"47,616","4,418","50,261",3899,1691656,471028
Mannar,10,0,2018,2018-10,284.4,23.567501,30.4675,0.34974465,"19,405","4,487",479,4777,111006,26522
Matale,10,9,2018,2018-10,696.7,20.5985,28.8485,0.49727553,"16,880","4,690","7,967",4561,505257,137496
Matara,10,16,2018,2018-10,284.0,23.861,29.461,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,10,16,2018,2018-10,406.2,21.1615,31.6615,0.39477688,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,10,0,2018,2018-10,343.0,23.254,33.154,0.39940456,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,10,2,2018,2018-10,746.99994,11.2235,21.123499,0.4998602,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,10,7,2018,2018-10,416.5,22.9655,32.815502,0.49130782,"65,403","4,848","61,559",5070,426306,117864
Puttalam,10,2,2018,2018-10,394.5,23.3215,30.421501,0.4102406,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,10,54,2018,2018-10,560.7,21.758,30.408,0.5005282,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,10,1,2018,2018-10,331.8,23.215,32.965,0.37172312,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,10,4,2018,2018-10,394.7,22.226,32.126,0.40907663,"12,905","4,223",450,4029,172213,44598
Ampara,11,15,2018,2018-11,391.0,21.137499,32.787502,0.40605277,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,11,86,2018,2018-11,369.5,21.1845,30.734499,0.4002514,"59,558","4,414","21,241",5262,908967,249570
Badulla,11,19,2018,2018-11,382.19998,14.957,27.307,0.48796389,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,11,7,2018,2018-11,318.2,22.648,31.648,0.27824026,"64,796","3,100","25,655",4104,560170,149529
Colombo,11,27,2018,2018-11,295.7,22.274,30.574001,0.3852014,"3,183","3,458","1,175",3259,2349743,608716
Galle,11,47,2018,2018-11,397.5,22.779999,30.88,0.48586527,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,11,21,2018,2018-11,397.59998,21.413,32.113,0.48176387,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,11,13,2018,2018-11,168.9,22.469501,31.5195,0.36238194,"34,695","5,773","24,771",6252,634654,171046
Jaffna,11,4,2018,2018-11,397.7,22.624,29.824001,0.39883474,"10,424","2,055",-,-,589291,146068
Kalutara,11,95,2018,2018-11,313.59998,22.4305,30.630499,0.47931945,"11,084","3,349","6,178",3034,1263171,324605
Kandy,11,29,2018,2018-11,378.1,17.113,28.163,0.4724542,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,11,70,2018,2018-11,377.5,20.293,31.093,0.4808014,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,11,2,2018,2018-11,431.6,21.8785,29.728498,0.40071392,"26,760","4,213",948,4773,124571,31582
Kurunegala,11,189,2018,2018-11,346.4,20.806,31.156,0.4813375,"47,616","4,418","50,261",3899,1691656,471028
Mannar,11,0,2018,2018-11,283.1,22.417501,30.9675,0.37222365,"19,405","4,487",479,4777,111006,26522
Matale,11,16,2018,2018-11,450.80002,19.2485,29.3485,0.4833361,"16,880","4,690","7,967",4561,505257,137496
Matara,11,53,2018,2018-11,191.40001,24.161001,29.661001,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,11,101,2018,2018-11,397.7,19.9615,30.9615,0.39230973,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,11,3,2018,2018-11,376.4,22.854,30.754,0.4042639,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,11,7,2018,2018-11,451.9,9.4235,21.023499,0.48214582,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,11,31,2018,2018-11,484.0,22.4655,31.9155,0.48109028,"65,403","4,848","61,559",5070,426306,117864
Puttalam,11,14,2018,2018-11,423.0,21.771502,31.7215,0.39955,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,11,86,2018,2018-11,318.6,20.558,30.208,0.48093334,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,11,9,2018,2018-11,382.40002,22.565,31.815,0.39740974,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,11,13,2018,2018-11,354.00003,21.175999,30.526,0.4011222,"12,905","4,223",450,4029,172213,44598
Ampara,12,21,2018,2018-12,164.40001,19.5375,30.9375,0.3939328,"81,293","4,562","44,262",4840,695351,182121
Anuradhapura,12,50,2018,2018-12,97.899994,19.8345,30.3345,0.3736519,"59,558","4,414","21,241",5262,908967,249570
Badulla,12,21,2018,2018-12,183.3,15.357,26.257,0.4741801,"20,252","4,340","10,810",4673,843376,222327
Batticaloa,12,13,2018,2018-12,127.6,21.348,30.198,0.26294085,"64,796","3,100","25,655",4104,560170,149529
Colombo,12,19,2018,2018-12,57.6,19.674002,31.274,0.30619755,"3,183","3,458","1,175",3259,2349743,608716
Galle,12,36,2018,2018-12,117.6,21.88,30.779999,0.44176748,"10,775","2,986","3,945",3204,1080219,286806
Gampaha,12,13,2018,2018-12,104.8,19.213001,31.713001,0.4322097,"10,648","3,782","6,163",3210,2369578,639325
Hambantota,12,16,2018,2018-12,64.5,22.5695,30.719501,0.2928804,"34,695","5,773","24,771",6252,634654,171046
Jaffna,12,7,2018,2018-12,147.00002,22.124,29.024,0.3591976,"10,424","2,055",-,-,589291,146068
Kalutara,12,73,2018,2018-12,71.2,19.630499,30.9305,0.43312904,"11,084","3,349","6,178",3034,1263171,324605
Kandy,12,12,2018,2018-12,171.8,16.813,28.813,0.4366438,"11,035","3,851","6,389",4197,1417979,365192
Kegalle,12,40,2018,2018-12,126.1,18.793,31.143,0.4105484,"5,793","4,372","4,663",3124,855432,230110
Kilinochchi,12,6,2018,2018-12,180.6,20.1785,29.0285,0.3665336,"26,760","4,213",948,4773,124571,31582
Kurunegala,12,56,2018,2018-12,66.8,18.206,31.506,0.40940055,"47,616","4,418","50,261",3899,1691656,471028
Mannar,12,0,2018,2018-12,94.4,20.317501,29.9675,0.27974865,"19,405","4,487",479,4777,111006,26522
Matale,12,20,2018,2018-12,75.8,16.9485,30.1985,0.431168,"16,880","4,690","7,967",4561,505257,137496
Matara,12,31,2018,2018-12,59.7,23.511,29.911001,0.0,"13,488","3,808","12,223",3866,825882,216500
Monaragala,12,70,2018,2018-12,112.0,19.6615,30.0615,0.3638293,"36,373","4,123","12,820",3684,487823,134434
Mullaitivu,12,4,2018,2018-12,159.8,21.254,28.554,0.3834355,"19,785","3,963","1,635",4151,106349,29110
Nuwara Eliya,12,6,2018,2018-12,114.8,8.823501,21.5735,0.4552164,"4,705","3,417","2,522",4041,718430,184323
Polonnaruwa,12,60,2018,2018-12,139.40001,20.015501,30.7155,0.4660363,"65,403","4,848","61,559",5070,426306,117864
Puttalam,12,4,2018,2018-12,87.2,20.521502,31.421501,0.3372742,"5,880","4,163","13,001",4524,790103,216087
Ratnapura,12,84,2018,2018-12,100.3,18.908,30.308,0.4313562,"10,000","3,519","7,293",4042,1116346,303435
Trincomalee,12,6,2018,2018-12,135.2,21.515001,29.065,0.37773925,"38,952","4,083","20,353",4994,409927,105827
Vavuniya,12,4,2018,2018-12,114.4,19.776,30.226,0.3676586,"12,905","4,223",450,4029,172213,44598
Ampara,1,7,2019,2019-01,110.50001,20.4375,29.3375,0.35328224,"79,982","5,030","56,055",5377,703319,185424
Anuradhapura,1,26,2019,2019-01,11.3,18.9345,30.5345,0.27832794,"109,813","5,414","33,412",5119,917293,253084
Badulla,1,31,2019,2019-01,194.1,13.607,26.456999,0.47307795,"25,670","4,708","11,270",5120,848131,225088
Batticaloa,1,7,2019,2019-01,100.4,21.198,28.598,0.19650806,"67,214","3,206","27,444",3683,565976,152331
Colombo,1,15,2019,2019-01,22.9,21.124,34.024,0.1592137,"3,232","3,509",892,3064,2354003,616048
Galle,1,25,2019,2019-01,83.9,21.029999,30.029999,0.40988842,"8,313","3,247","3,333",3012,1083059,289821
Gampaha,1,3,2019,2019-01,21.300001,20.813,35.763,0.30763844,"10,344","3,717","5,500",3250,2380544,646409
Hambantota,1,5,2019,2019-01,20.2,20.9195,33.9695,0.16023523,"34,164","6,622","32,702",5726,640638,173694
Jaffna,1,9,2019,2019-01,5.5,21.024,29.674002,0.23426074,"10,588","4,224",-,-,590198,147804
Kalutara,1,61,2019,2019-01,39.4,20.7305,32.2305,0.34921506,"10,297","3,642","5,076",2857,1270175,328617
Kandy,1,16,2019,2019-01,60.6,16.363,29.063,0.35248253,"11,112","4,289","5,858",3399,1425206,369187
Kegalle,1,15,2019,2019-01,27.200003,18.593,34.643,0.2805726,"5,890","4,721","2,684",2882,857921,232055
Kilinochchi,1,9,2019,2019-01,8.8,21.3785,29.6285,0.24912634,"26,765","3,599","9,581",5183,126517,32350
