District,Month,Cases,Year,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm,MRiceArea,MRiceYield,SRiceArea,SRiceYield,Population,Households
Mullaitivu,3,2,2021,2021-03,29.300001,24.204,35.354,0.22003496,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,3,10,2021,2021-03,92.299995,6.8735,22.8235,0.40115994,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,3,6,2021,2021-03,88.700005,21.365501,34.8655,0.32173252,"66,523",5220,"62,626",5441,436789,122097
Puttalam,3,4,2021,2021-03,81.7,21.7215,33.8215,0.19048387,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,3,140,2021,2021-03,267.1,21.358,31.908,0.42979437,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,3,1,2021,2021-03,31.7,23.515001,35.215,0.1920941,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,3,6,2021,2021-03,42.600002,21.575998,36.126,0.2241156,"19,376",4253,"5,012",5638,172263,46183
Ampara,4,3,2021,2021-04,82.5,21.9875,35.037502,0.2939764,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,4,18,2021,2021-04,121.6,23.0345,36.434498,0.27969444,"112,549",5098,"62,104",4691,934174,260260
Badulla,4,31,2021,2021-04,228.5,16.507,30.907,0.4141347,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,4,9,2021,2021-04,78.0,23.498,33.598003,0.08867223,"67,074",3809,"28,502",4665,577768,158094
Colombo,4,28,2021,2021-04,101.3,23.024,30.974,0.27188474,"3,857",3723,"2,521",2455,2362544,630977
Galle,4,102,2021,2021-04,80.1,23.58,30.98,0.41623333,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,4,20,2021,2021-04,135.8,22.513,33.663002,0.41894305,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,4,22,2021,2021-04,47.300003,23.469501,35.2195,0.1775,"34,912",5883,"34,490",5814,652777,179112
Jaffna,4,0,2021,2021-04,66.0,25.324001,33.573997,0.19755416,"11,228",2549,-,-,592015,151338
Kalutara,4,51,2021,2021-04,97.7,23.530499,31.0805,0.4045611,"13,019",3358,"9,766",3048,1284301,336789
Kandy,4,9,2021,2021-04,215.9,16.663,33.763,0.34725556,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,4,31,2021,2021-04,186.8,21.793,35.743,0.40301386,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,4,13,2021,2021-04,67.299995,23.728498,35.9285,0.21617222,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,4,11,2021,2021-04,290.09998,22.606,36.406,0.39594445,"76,057",3775,"68,573",4024,1729483,488639
Mannar,4,2,2021,2021-04,38.600002,24.067501,35.4175,0.10821945,"20,242",5228,"2,740",4931,117208,29135
Matale,4,5,2021,2021-04,381.5,20.8485,34.2985,0.4085639,"18,908",5669,"12,343",4639,515950,142740
Matara,4,33,2021,2021-04,95.0,24.961,30.611,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,4,53,2021,2021-04,121.9,20.8115,34.2115,0.21794167,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,4,7,2021,2021-04,49.5,24.354,37.404,0.2211986,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,4,6,2021,2021-04,240.1,9.0235,23.123499,0.41983333,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,4,5,2021,2021-04,102.100006,22.3155,37.065502,0.33040696,"66,523",5220,"62,626",5441,436789,122097
Puttalam,4,3,2021,2021-04,96.4,24.021502,33.6215,0.23110001,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,4,83,2021,2021-04,172.3,21.508,32.208,0.44905,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,4,0,2021,2021-04,70.0,23.815,37.815,0.19388334,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,4,2,2021,2021-04,151.1,22.675999,36.776,0.26049584,"19,376",4253,"5,012",5638,172263,46183
Ampara,5,22,2021,2021-05,125.799995,23.5875,36.237503,0.31653896,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,5,16,2021,2021-05,191.5,23.634499,32.5845,0.35402018,"112,549",5098,"62,104",4691,934174,260260
Badulla,5,26,2021,2021-05,189.5,19.157,30.057,0.4553898,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,5,7,2021,2021-05,138.7,24.648,37.248,0.14605376,"67,074",3809,"28,502",4665,577768,158094
Colombo,5,22,2021,2021-05,424.7,23.674002,30.874,0.38070968,"3,857",3723,"2,521",2455,2362544,630977
Galle,5,52,2021,2021-05,326.0,24.029999,30.529999,0.47813308,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,5,14,2021,2021-05,523.8,22.963001,32.213,0.4922688,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,5,36,2021,2021-05,90.5,24.219501,34.2195,0.21101882,"34,912",5883,"34,490",5814,652777,179112
Jaffna,5,2,2021,2021-05,106.0,25.774,32.024,0.272582,"11,228",2549,-,-,592015,151338
Kalutara,5,24,2021,2021-05,391.49997,23.380499,31.0805,0.4802043,"13,019",3358,"9,766",3048,1284301,336789
Kandy,5,10,2021,2021-05,310.1,20.413,30.013,0.45212096,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,5,18,2021,2021-05,460.9,22.243,31.443,0.48134813,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,5,3,2021,2021-05,67.9,24.078499,35.1285,0.24964112,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,5,18,2021,2021-05,477.09998,22.406,32.156,0.47860888,"76,057",3775,"68,573",4024,1729483,488639
Mannar,5,1,2021,2021-05,70.9,24.667501,33.1175,0.17273925,"20,242",5228,"2,740",4931,117208,29135
Matale,5,10,2021,2021-05,609.6,21.5485,30.2485,0.48654974,"18,908",5669,"12,343",4639,515950,142740
Matara,5,19,2021,2021-05,224.8,24.811,30.111,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,5,32,2021,2021-05,152.6,22.6615,34.3615,0.26787636,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,5,4,2021,2021-05,72.1,25.204,36.504,0.2613629,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,5,6,2021,2021-05,547.8,12.4235,21.6735,0.48750943,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,5,27,2021,2021-05,135.20001,23.9655,34.815502,0.35012767,"66,523",5220,"62,626",5441,436789,122097
Puttalam,5,1,2021,2021-05,270.6,24.2215,31.9715,0.37066397,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,5,56,2021,2021-05,608.2,23.208,31.708,0.49412233,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,5,1,2021,2021-05,55.8,25.315,36.265,0.22591263,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,5,4,2021,2021-05,122.200005,22.726,34.376,0.32271907,"19,376",4253,"5,012",5638,172263,46183
Ampara,6,4,2021,2021-06,59.4,22.887499,37.6875,0.21045138,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,6,7,2021,2021-06,59.800003,24.1845,33.434498,0.27134028,"112,549",5098,"62,104",4691,934174,260260
Badulla,6,14,2021,2021-06,164.3,16.706999,29.407,0.40531528,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,6,5,2021,2021-06,100.9,23.748,37.448,0.088533334,"67,074",3809,"28,502",4665,577768,158094
Colombo,6,3,2021,2021-06,248.6,24.424002,29.624,0.38633057,"3,857",3723,"2,521",2455,2362544,630977
Galle,6,10,2021,2021-06,238.8,24.48,29.63,0.47945416,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,6,1,2021,2021-06,297.1,23.213001,30.513,0.48600832,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,6,17,2021,2021-06,32.4,25.0695,36.5195,0.14280416,"34,912",5883,"34,490",5814,652777,179112
Jaffna,6,2,2021,2021-06,73.5,25.724,31.724,0.26080415,"11,228",2549,-,-,592015,151338
Kalutara,6,14,2021,2021-06,243.1,24.530499,29.7305,0.48103055,"13,019",3358,"9,766",3048,1284301,336789
Kandy,6,1,2021,2021-06,141.40001,19.263,29.163,0.41830418,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,6,22,2021,2021-06,228.7,22.393,29.843,0.48144442,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,6,3,2021,2021-06,31.900002,25.1285,35.4285,0.18389305,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,6,9,2021,2021-06,168.0,22.956,30.506,0.4735306,"76,057",3775,"68,573",4024,1729483,488639
Mannar,6,0,2021,2021-06,35.8,25.417501,32.9175,0.12967779,"20,242",5228,"2,740",4931,117208,29135
Matale,6,1,2021,2021-06,175.70001,21.7485,28.6485,0.46964446,"18,908",5669,"12,343",4639,515950,142740
Matara,6,17,2021,2021-06,151.0,25.011,29.211,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,6,41,2021,2021-06,49.0,21.5115,37.511497,0.12178055,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,6,0,2021,2021-06,51.7,25.404,36.304,0.21844861,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,6,1,2021,2021-06,242.90001,10.9735,21.2235,0.47192776,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,6,14,2021,2021-06,20.900002,25.0655,37.1155,0.22919999,"66,523",5220,"62,626",5441,436789,122097
Puttalam,6,1,2021,2021-06,100.700005,24.6215,30.021502,0.32435,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,6,30,2021,2021-06,363.0,23.108,30.258,0.49186248,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,6,0,2021,2021-06,67.3,24.765001,36.664997,0.18313055,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,6,0,2021,2021-06,63.1,24.325998,35.926003,0.20508473,"19,376",4253,"5,012",5638,172263,46183
Ampara,7,4,2021,2021-07,90.4,23.7375,37.4375,0.22401075,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,7,15,2021,2021-07,56.299995,23.984499,34.3845,0.23726478,"112,549",5098,"62,104",4691,934174,260260
Badulla,7,49,2021,2021-07,105.299995,18.557,30.557,0.41210347,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,7,3,2021,2021-07,84.8,24.798,38.098003,0.08358199,"67,074",3809,"28,502",4665,577768,158094
Colombo,7,16,2021,2021-07,279.69998,24.424002,29.174002,0.38845834,"3,857",3723,"2,521",2455,2362544,630977
Galle,7,83,2021,2021-07,358.1,24.529999,29.179998,0.4934301,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,7,13,2021,2021-07,323.7,23.513,30.363,0.48361152,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,7,37,2021,2021-07,38.600002,24.869501,34.2695,0.17996237,"34,912",5883,"34,490",5814,652777,179112
Jaffna,7,1,2021,2021-07,55.6,25.724,31.324001,0.26808468,"11,228",2549,-,-,592015,151338
Kalutara,7,66,2021,2021-07,282.0,24.2305,29.2305,0.47619757,"13,019",3358,"9,766",3048,1284301,336789
Kandy,7,19,2021,2021-07,133.5,20.463001,29.763,0.401168,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,7,37,2021,2021-07,266.4,22.443,29.593,0.4872688,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,7,7,2021,2021-07,15.1,24.9285,35.8785,0.17412768,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,7,35,2021,2021-07,201.8,23.056,30.756,0.47819355,"76,057",3775,"68,573",4024,1729483,488639
Mannar,7,1,2021,2021-07,14.900001,25.817501,33.3675,0.09830242,"20,242",5228,"2,740",4931,117208,29135
Matale,7,21,2021,2021-07,201.4,21.4485,29.7985,0.48034677,"18,908",5669,"12,343",4639,515950,142740
Matara,7,32,2021,2021-07,180.1,24.861,28.511,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,7,53,2021,2021-07,69.5,22.8115,37.4115,0.15377957,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,7,2,2021,2021-07,44.2,24.704,36.954,0.22263978,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,7,5,2021,2021-07,287.19998,12.4235,22.023499,0.48878092,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,7,16,2021,2021-07,42.7,24.7155,37.2155,0.21548386,"66,523",5220,"62,626",5441,436789,122097
Puttalam,7,3,2021,2021-07,73.3,24.771502,31.2215,0.3038051,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,7,78,2021,2021-07,411.0,23.558,29.808,0.5004677,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,7,1,2021,2021-07,75.0,24.615,36.715,0.20195027,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,7,5,2021,2021-07,65.299995,24.026,36.176003,0.21275136,"19,376",4253,"5,012",5638,172263,46183
Ampara,8,3,2021,2021-08,84.1,23.2375,37.787502,0.24610484,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,8,8,2021,2021-08,44.199997,23.5845,33.934498,0.23045565,"112,549",5098,"62,104",4691,934174,260260
Badulla,8,37,2021,2021-08,190.0,16.507,30.757,0.4355027,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,8,1,2021,2021-08,91.2,24.548,37.898003,0.0925336,"67,074",3809,"28,502",4665,577768,158094
Colombo,8,11,2021,2021-08,275.4,24.024,28.874,0.3982043,"3,857",3723,"2,521",2455,2362544,630977
Galle,8,47,2021,2021-08,295.2,24.179998,28.73,0.49263978,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,8,9,2021,2021-08,326.80002,23.113,30.013,0.49203363,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,8,24,2021,2021-08,53.3,24.0695,33.8695,0.14576612,"34,912",5883,"34,490",5814,652777,179112
Jaffna,8,1,2021,2021-08,45.6,25.524,31.674002,0.26351613,"11,228",2549,-,-,592015,151338
Kalutara,8,19,2021,2021-08,252.5,23.280499,29.0805,0.48768547,"13,019",3358,"9,766",3048,1284301,336789
Kandy,8,5,2021,2021-08,138.7,19.263,28.413,0.4051949,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,8,14,2021,2021-08,292.0,22.143,29.293,0.48774192,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,8,4,2021,2021-08,34.8,24.478498,35.4285,0.19068682,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,8,26,2021,2021-08,201.3,22.756,30.106,0.47754437,"76,057",3775,"68,573",4024,1729483,488639
Mannar,8,0,2021,2021-08,24.4,25.5175,32.267498,0.107559144,"20,242",5228,"2,740",4931,117208,29135
Matale,8,9,2021,2021-08,188.0,20.9985,28.4985,0.47991803,"18,908",5669,"12,343",4639,515950,142740
Matara,8,16,2021,2021-08,165.40001,24.711,28.111,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,8,36,2021,2021-08,65.7,22.0615,37.7115,0.15143684,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,8,3,2021,2021-08,59.5,24.604,36.254,0.23542741,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,8,6,2021,2021-08,199.7,10.1735,20.0735,0.4879328,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,8,5,2021,2021-08,37.4,23.4155,35.5155,0.22122581,"66,523",5220,"62,626",5441,436789,122097
Puttalam,8,1,2021,2021-08,52.0,24.671501,30.3715,0.22349866,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,8,42,2021,2021-08,496.80002,22.308,29.858,0.50100404,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,8,0,2021,2021-08,64.2,24.015001,36.664997,0.20275134,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,8,1,2021,2021-08,62.4,23.526,36.376,0.19682392,"19,376",4253,"5,012",5638,172263,46183
Ampara,9,5,2021,2021-09,113.299995,23.5375,37.8375,0.22808473,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,9,2,2021,2021-09,97.3,24.0845,34.5845,0.25856388,"112,549",5098,"62,104",4691,934174,260260
Badulla,9,16,2021,2021-09,173.90001,18.407,31.407,0.4352,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,9,0,2021,2021-09,107.4,23.698,36.298,0.119473614,"67,074",3809,"28,502",4665,577768,158094
Colombo,9,5,2021,2021-09,263.6,24.174002,29.374,0.40093055,"3,857",3723,"2,521",2455,2362544,630977
Galle,9,30,2021,2021-09,272.0,24.429998,29.63,0.49303055,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,9,9,2021,2021-09,323.2,23.513,30.513,0.49195,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,9,13,2021,2021-09,49.1,24.5695,34.0695,0.17941944,"34,912",5883,"34,490",5814,652777,179112
Jaffna,9,1,2021,2021-09,104.9,25.024,32.524,0.28817084,"11,228",2549,-,-,592015,151338
Kalutara,9,38,2021,2021-09,254.8,24.1805,29.630499,0.4886514,"13,019",3358,"9,766",3048,1284301,336789
Kandy,9,12,2021,2021-09,118.9,19.763,29.113,0.38936248,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,9,4,2021,2021-09,272.6,22.143,30.043,0.4882639,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,9,1,2021,2021-09,54.9,24.7785,35.2285,0.18662085,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,9,8,2021,2021-09,215.5,22.606,30.556,0.48230693,"76,057",3775,"68,573",4024,1729483,488639
Mannar,9,1,2021,2021-09,34.2,24.7675,33.1175,0.11321389,"20,242",5228,"2,740",4931,117208,29135
Matale,9,2,2021,2021-09,197.1,21.4985,28.9485,0.47296947,"18,908",5669,"12,343",4639,515950,142740
Matara,9,21,2021,2021-09,179.4,25.011,28.761,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,9,8,2021,2021-09,101.2,22.8615,37.6115,0.16303195,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,9,3,2021,2021-09,116.2,24.904,36.204,0.25430694,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,9,3,2021,2021-09,178.6,10.8735,20.5735,0.48547918,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,9,3,2021,2021-09,87.2,24.7155,36.4655,0.23507361,"66,523",5220,"62,626",5441,436789,122097
Puttalam,9,1,2021,2021-09,95.4,24.9715,30.4715,0.28994998,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,9,21,2021,2021-09,420.30002,23.408,30.108,0.50323194,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,9,0,2021,2021-09,83.5,24.665,36.815,0.23831388,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,9,0,2021,2021-09,114.1,24.276,36.126,0.23276111,"19,376",4253,"5,012",5638,172263,46183
Ampara,10,2,2021,2021-10,206.0,22.3375,35.487503,0.3085027,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,10,0,2021,2021-10,260.30002,22.6845,32.4845,0.36855108,"112,549",5098,"62,104",4691,934174,260260
Badulla,10,10,2021,2021-10,272.5,17.657,30.757,0.45639786,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,10,5,2021,2021-10,204.2,23.348,35.198,0.21295296,"67,074",3809,"28,502",4665,577768,158094
Colombo,10,13,2021,2021-10,342.6,22.924002,29.474,0.40542874,"3,857",3723,"2,521",2455,2362544,630977
Galle,10,75,2021,2021-10,286.1,23.23,29.58,0.48179567,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,10,50,2021,2021-10,395.0,21.863,30.613,0.4924946,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,10,16,2021,2021-10,145.5,23.469501,33.169502,0.24233602,"34,912",5883,"34,490",5814,652777,179112
Jaffna,10,0,2021,2021-10,342.40002,24.074001,29.974,0.4004261,"11,228",2549,-,-,592015,151338
Kalutara,10,130,2021,2021-10,298.90002,22.280499,30.1805,0.48776478,"13,019",3358,"9,766",3048,1284301,336789
Kandy,10,33,2021,2021-10,234.4,19.763,28.863,0.4403253,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,10,105,2021,2021-10,434.2,21.193,30.143,0.4909395,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,10,1,2021,2021-10,276.9,23.5285,31.8785,0.35924867,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,10,69,2021,2021-10,382.7,21.606,30.756,0.4837715,"76,057",3775,"68,573",4024,1729483,488639
Mannar,10,0,2021,2021-10,247.50002,23.317501,30.7175,0.29893953,"20,242",5228,"2,740",4931,117208,29135
Matale,10,9,2021,2021-10,375.1,20.7485,29.7985,0.4847984,"18,908",5669,"12,343",4639,515950,142740
Matara,10,43,2021,2021-10,185.8,24.211,28.861,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,10,30,2021,2021-10,191.1,21.7115,34.7115,0.23241264,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,10,1,2021,2021-10,234.6,23.654,34.054,0.34963578,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,10,9,2021,2021-10,297.4,11.7235,20.9235,0.49219492,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,10,6,2021,2021-10,215.4,22.6655,35.8655,0.37263307,"66,523",5220,"62,626",5441,436789,122097
Puttalam,10,1,2021,2021-10,333.2,23.021502,30.021502,0.3933105,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,10,37,2021,2021-10,423.3,21.758,29.958,0.4966949,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,10,0,2021,2021-10,219.40001,23.265001,34.215,0.33835486,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,10,0,2021,2021-10,236.20001,22.526,33.276,0.33925536,"19,376",4253,"5,012",5638,172263,46183
Ampara,11,1,2021,2021-11,427.30002,21.9375,32.537502,0.396575,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,11,6,2021,2021-11,399.30002,21.884499,31.5845,0.40792915,"112,549",5098,"62,104",4691,934174,260260
Badulla,11,13,2021,2021-11,371.8,13.357,28.657,0.492525,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,11,2,2021,2021-11,326.7,22.298,32.048,0.2960125,"67,074",3809,"28,502",4665,577768,158094
Colombo,11,31,2021,2021-11,554.4,21.924002,29.424002,0.41627777,"3,857",3723,"2,521",2455,2362544,630977
Galle,11,61,2021,2021-11,431.1,22.779999,30.38,0.4928236,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,11,89,2021,2021-11,588.4,21.263,31.013,0.49667642,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,11,17,2021,2021-11,235.8,23.0195,33.4695,0.3191972,"34,912",5883,"34,490",5814,652777,179112
Jaffna,11,1,2021,2021-11,592.60004,23.324001,29.624,0.4163972,"11,228",2549,-,-,592015,151338
Kalutara,11,73,2021,2021-11,491.40002,22.0805,29.8305,0.4983056,"13,019",3358,"9,766",3048,1284301,336789
Kandy,11,91,2021,2021-11,307.4,16.963001,28.813,0.49124166,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,11,108,2021,2021-11,553.60004,20.693,29.843,0.4968111,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,11,1,2021,2021-11,529.9,22.228498,30.5285,0.40927085,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,11,145,2021,2021-11,409.30002,21.356,31.156,0.49514166,"76,057",3775,"68,573",4024,1729483,488639
Mannar,11,1,2021,2021-11,496.1,22.2675,29.7175,0.39040697,"20,242",5228,"2,740",4931,117208,29135
Matale,11,6,2021,2021-11,402.8,20.2485,28.7985,0.49219027,"18,908",5669,"12,343",4639,515950,142740
Matara,11,48,2021,2021-11,314.4,23.911001,29.911001,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,11,17,2021,2021-11,360.4,19.7115,30.5115,0.38720834,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,11,0,2021,2021-11,425.8,23.054,31.304,0.40658057,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,11,6,2021,2021-11,324.1,11.1235,20.7235,0.49694166,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,11,11,2021,2021-11,320.1,22.4155,32.565502,0.47929305,"66,523",5220,"62,626",5441,436789,122097
